procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0 454804  13140 369100    0    0     1     8  372  368  0  1 98  0  0 2025-04-19 10:13:44
 0  0      0 471108  13152 369112    0    0     1    16  345  355  0  1 99  0  0 2025-04-19 10:13:49
 0  0      0 485668  13160 369112    0    0     0     5  272  301  0  1 99  0  0 2025-04-19 10:13:54
 0  0      0 482644  13168 369104    0    0     0     4  239  280  0  0 99  0  0 2025-04-19 10:13:59
 0  0      0 479368  13176 369112    0    0     0     4  235  287  0  0 99  0  0 2025-04-19 10:14:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0 475336  13184 369112    0    0     0     4  241  294  0  1 99  0  0 2025-04-19 10:14:09
 0  0      0 472816  13192 369112    0    0     0    15  259  306  0  0 99  0  0 2025-04-19 10:14:14
 0  0      0 469792  13200 369112    0    0     0     9  228  294  0  1 99  0  0 2025-04-19 10:14:19
 0  0      0 467272  13208 369116    0    0     2     4  237  297  0  0 99  0  0 2025-04-19 10:14:24
 0  0      0 479656  13216 369124    0    0     0     4  250  306  0  1 99  0  0 2025-04-19 10:14:29
 0  0      0 475376  13224 369128    0    0     0    43  337  382  0  1 99  0  0 2025-04-19 10:14:34
 1  0      0 405380  15644 403356    0    0  7107   530 2037 3140  5  4 90  1  1 2025-04-19 10:14:39
 2  0      0 330844  17808 429428    0    0  3374  2034 2168 2285 25  4 66  2  3 2025-04-19 10:14:44
 1  0      0 279336  17844 461264    0    0   275    67 2848 2732 16  5 79  0  1 2025-04-19 10:14:49
 1  0      0 274424  17936 473724    0    0     0    28 2524 2417 27  3 69  0  1 2025-04-19 10:14:54
 1  0      0 231968  18016 487660    0    0     3   254 2456 2236 26  3 71  0  1 2025-04-19 10:14:59
 1  0      0  77352  20172 606548    0    0    14 23961 1994 1951 27  6 60  2  4 2025-04-19 10:15:04
 1  0      0 101712  15452 610356    0    0   657 12922 1957 1987 29  5 60  2  5 2025-04-19 10:15:09
 1  0      0  93336  17480 621012    0    0  2380 12022 1938 1979 30  5 63  0  2 2025-04-19 10:15:14
 0  2      0 105204  19268 709360    0    0 15698 24765 3094 3931 24  6 59  8  3 2025-04-19 10:15:19
 3  0      0 135736   7972 707152    0    0 47462 56038 9073 11610 17 13 44 21  5 2025-04-19 10:15:24
 0  1      0  73844  11180 769708    0    0 40148   493 13633 21173 15 10 54 14  7 2025-04-19 10:15:29
 3  0      0 122728   2192 154184    0    0 89181  6880 9819 14111 38 25 20 11  6 2025-04-19 10:15:34
 7  3      0  69608   1284 165884    0    0 174346   467 2894 2860 10  8 13 64  4 2025-04-19 10:15:39
 5  6      0  71212   1192 168604    0    0 209190     6 1543 1448  1  4  0 93  2 2025-04-19 10:15:45
 1 15      0  83012    896 158284    0    0 220232     7 2421 2384  1  5  2 90  1 2025-04-19 10:15:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 7  7      0  86744    872 151464    0    0 234422    58 1936 1647  1  5  1 91  2 2025-04-19 10:15:56
 5 12      0  71528    728 168272    0    0 228247    50 2383 2237  2  6  6 85  2 2025-04-19 10:16:01
 6  0      0  65996    320 173068    0    0 221587   534 1676 1553  1  4  2 91  2 2025-04-19 10:16:07
 0  0      0  80216    640 159920    0    0 208423    10 1824 1739  1  4 17 76  2 2025-04-19 10:16:12
 1  0      0  88580   2188 148960    0    0 15964    10  772 1010  1  1 96  1  1 2025-04-19 10:16:17
14  3      0  70772    336 167048    0    0 63582    37 1123 1450  1  2 78 17  2 2025-04-19 10:16:22
 0  0      0  74856    828 166060    0    0 193476    13 1692 1692  1  4 27 67  2 2025-04-19 10:16:27
 1  0      0  98464    596 142984    0    0 15438    12  645  843  0  1 97  1  1 2025-04-19 10:16:32
 1  0      0  86524    432 154180    0    0 91848    15 1331 1554  1  3 71 25  1 2025-04-19 10:16:38
 1  0      0  75912    836 164244    0    0 59554     2  912 1020  0  2 81 16  1 2025-04-19 10:16:43
 0  0      0  69864   1064 169940    0    0  1169     8  456  653  0  1 99  0  0 2025-04-19 10:16:48
 0  0      0  97676    424 142972    0    0 192023    14 2130 2293  1  5 24 68  2 2025-04-19 10:16:53
 0  0      0  67116    736 172884    0    0 29686    16  593  709  0  1 96  2  0 2025-04-19 10:16:58
 3  1      0  97552    376 140100    0    0 23303     6  756  907  1  1 93  4  1 2025-04-19 10:17:03
 3  4      0  81124    292 156248    0    0 212783    13 2173 2224  1  5 16 77  1 2025-04-19 10:17:08
 0  0      0  80456    712 146632    0    0 107850    34 1342 1362  1  3 63 31  2 2025-04-19 10:17:13
 0  0      0  73904   1084 162244    0    0  3169     9  414  615  0  0 99  0  1 2025-04-19 10:17:18
 4  1      0  82320    780 154828    0    0 185430     8 2059 2211  1  4 26 68  1 2025-04-19 10:17:23
 0  0      0  85684   2344 142952    0    0 54938    34  959 1125  1  2 81 15  1 2025-04-19 10:17:28
 0  1      0  78860    608 155012    0    0 24552    15  776  923  1  1 96  1  1 2025-04-19 10:17:33
 3  1      0  65604    964 173164    0    0 206925    26 2686 2929  4  5 12 77  2 2025-04-19 10:17:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  74448    448 168408    0    0 191074    34 1795 1681  1  4 25 68  2 2025-04-19 10:17:43
 0  0      0  97444   1880 143276    0    0 21249   118  719  870  1  1 95  2  1 2025-04-19 10:17:48
 3  1      0  79492    324 162748    0    0 99758    22 1452 1617  1  3 67 29  1 2025-04-19 10:17:54
 0  0      0  70656    708 173400    0    0 96957    20 1087 1160  1  2 65 32  1 2025-04-19 10:17:59
 0  0      0  70708    928 174568    0    0  9990    10  461  702  0  1 98  0  1 2025-04-19 10:18:04
 1  0      0 102888    408 142708    0    0 110249    10 1457 1765  1  3 63 31  2 2025-04-19 10:18:09
 0  0      0  71388    708 174272    0    0  7606    22  440  646  0  1 92  6  1 2025-04-19 10:18:14
 5  0      0  67432    212 178304    0    0 122622     5 1467 1677  1  3 57 37  3 2025-04-19 10:18:19
 0  0      0  71460    652 173796    0    0 46485    15  822  976  0  1 90  7  1 2025-04-19 10:18:24
 2  0      0  68236    404 176872    0    0  7383     6  505  680  0  1 98  0  1 2025-04-19 10:18:29
 0  0      0  89736    380 155788    0    0 140006    11 1753 1977  1  3 55 38  2 2025-04-19 10:18:34
 1  0      0  70612    952 174032    0    0  3753    10  394  598  0  0 98  0  1 2025-04-19 10:18:39
 0  0      0  74036    720 170796    0    0 83614    11 1382 1719  1  2 76 18  3 2025-04-19 10:18:44
 0  0      0  70276    752 168496    0    0  6270    10  419  615  0  1 98  0  1 2025-04-19 10:18:49
 2  3      0  68280    288 171856    0    0 69782    12 1294 1615  1  2 77 17  3 2025-04-19 10:18:54
 0  0      0  80440   2488 157316    0    0 101838    13 1223 1297  1  3 67 28  2 2025-04-19 10:18:59
 0  0      0  93268    672 146820    0    0  8904    16  560  763  0  1 97  0  1 2025-04-19 10:19:04
 0  0      0  78468    616 166564    0    0 146742    15 1613 1896  1  3 53 39  4 2025-04-19 10:19:09
 0  0      0  81744    768 162720    0    0 14404    10  487  662  0  1 98  0  1 2025-04-19 10:19:14
 0  5      0  75724    588 168864    0    0 64702     5 1118 1437  1  2 81 15  1 2025-04-19 10:19:20
 0  0      0  91900    532 152544    0    0 46944    13  805  990  0  1 87 10  2 2025-04-19 10:19:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 4  2      0  71040   1244 170208    0    0 25671    11  864 1202  1  1 94  4  0 2025-04-19 10:19:30
 0  0      0 103708    396 142152    0    0 86031    10 1203 1309  1  2 73 22  2 2025-04-19 10:19:35
 0  0      0  93160   1488 148672    0    0 13225    26  598  746  1  1 97  1  1 2025-04-19 10:19:40
 0  0      0  72800    464 173152    0    0 108224     6 1558 1725  1  3 67 28  2 2025-04-19 10:19:45
 0  0      0  82568    532 163208    0    0  4662    13  456  650  0  0 98  0  1 2025-04-19 10:19:50
 2  1      0  73872    464 172476    0    0 72844    14 1201 1435  1  2 74 22  1 2025-04-19 10:19:55
 0  0      0  93284    732 152260    0    0 74883    15  967 1131  0  2 73 23  2 2025-04-19 10:20:00
 1  0      0  72144    964 173432    0    0  4274     5  431  653  0  0 96  0  3 2025-04-19 10:20:05
 0  0      0  75876    600 169772    0    0 94169    18 1439 1759  1  3 75 19  3 2025-04-19 10:20:10
 0  0      0  80724   2536 160052    0    0  7711    10  503  716  0  1 97  1  1 2025-04-19 10:20:15
 1  1      0  77220    588 165328    0    0 98606    14 1414 1702  1  3 67 28  1 2025-04-19 10:20:20
 1  0      0 103624    868 137980    0    0 26332    22  627  816  1  1 92  5  1 2025-04-19 10:20:25
 0  2      0  92016    188 152548    0    0 20192    17  673  897  0  1 94  3  1 2025-04-19 10:20:30
 1  0      0  78840    740 165548    0    0 139326    18 1774 1938  1  4 54 39  2 2025-04-19 10:20:35
 0  0      0  66756    972 175668    0    0  8468    30  705  917  2  1 95  0  2 2025-04-19 10:20:40
 3  0      0  77796   1220 165644    0    0 102094    15 1587 1882  1  3 64 29  3 2025-04-19 10:20:45
 0  0      0  81688   2036 158016    0    0 32956    14  740  877  1  1 88 10  1 2025-04-19 10:20:50
 1  2      0  89788    196 152688    0    0 68431    16 1157 1410  1  2 79 15  2 2025-04-19 10:20:55
 0  0      0  79928    748 164532    0    0 75413    14  925 1055  0  2 78 19  1 2025-04-19 10:21:00
 0  0      0  77408    580 167188    0    0  7211     7  440  650  0  0 98  0  1 2025-04-19 10:21:05
 1  3      0  71916    832 171660    0    0 172962     2 1908 2010  1  4 35 58  2 2025-04-19 10:21:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  82292    900 160164    0    0 52071    26  809  998  0  1 82 14  2 2025-04-19 10:21:15
 0  1      0 101528    592 138856    0    0  6718     2  516  712  0  1 98  1  1 2025-04-19 10:21:20
 1  1      0  69792    560 170476    0    0 207249    17 2165 2080  1  5 18 75  1 2025-04-19 10:21:25
 0  0      0  75640    344 165572    0    0 117678    34 1294 1354  1  3 56 40  1 2025-04-19 10:21:30
 0  0      0  98372   1956 138456    0    0  8725     6  601  798  1  1 97  1  1 2025-04-19 10:21:35
 0  1      0 100940   3500 127056    0    0 142202     7 2197 2591  2  4 57 35  2 2025-04-19 10:21:40
 5  8      0  93352    328 103544    0    0 173223    14 2158 1668  3  5 42 47  3 2025-04-19 10:21:45
 9 11      0  82796    240 113080    0    0 223037    48 1966 1548  2  5 13 79  2 2025-04-19 10:21:51
17  7      0  81740    188 113556    0    0 251234    45 1859 2084  0  4  0 93  3 2025-04-19 10:21:57
 6 30      0  61528    240 134824    0    0 270905    31 3425 5457  9  5  0 83  3 2025-04-19 10:22:04
18 17      0  76932     80 120024    0    0 287351     4 2354 3304  0  4  0 93  2 2025-04-19 10:22:11
 2 43      0  88588    276 108408    0    0 413431     6 3323 4769  0  4  0 93  2 2025-04-19 10:22:21
11 49      0  70508    188 126264    0    0 3473693    10 4251 6058  0  4  0 93  3 2025-04-19 10:23:47
 5  1      0  74828    728 167764    0    0 159351  3845 30518 20832  1 31  3 64  2 2025-04-19 10:23:52
 0  0      0  84936    752 156668    0    0 88802   541 7054 12624  2  5 68 23  2 2025-04-19 10:23:57
 0  0      0  73092    488 168992    0    0 148122    11 1725 1930  1  4 50 43  3 2025-04-19 10:24:02
 0  0      0  73596    776 168108    0    0  6549    17  490  702  0  1 99  0  0 2025-04-19 10:24:07
 3  1      0  70024   1016 161128    0    0 68147     7 1126 1340  1  2 75 21  1 2025-04-19 10:24:12
 1  3      0  77128    308 160076    0    0 210855    16 1918 1842  1  5 10 83  2 2025-04-19 10:24:17
 0  0      0  81812    616 156308    0    0 76927    16 1086 1170  1  2 71 22  3 2025-04-19 10:24:23
 1  0      0  69584   2392 166652    0    0 10877   472  591  732  0  1 97  1  1 2025-04-19 10:24:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3  3      0  61760   1120 176348    0    0 165414    11 1758 1923  1  4 39 55  1 2025-04-19 10:24:33
 0  0      0  65600   2488 170384    0    0 75437    26 1182 1299  1  2 75 19  3 2025-04-19 10:24:38
 0  3      0  65108    380 171196    0    0 80674    32 1176 1477  1  2 69 26  2 2025-04-19 10:24:43
 0  0      0  88252   1236 150468    0    0 81883    14  978 1106  1  2 77 19  1 2025-04-19 10:24:48
 0  0      0  69596    756 170788    0    0 11338    22  569  724  0  1 98  0  0 2025-04-19 10:24:53
 0  0      0  97588    292 142672    0    0 153542    24 1762 1906  1  4 48 46  1 2025-04-19 10:24:58
 0  0      0  72892    744 167520    0    0 26062    10  567  726  1  1 96  1  1 2025-04-19 10:25:03
 1  1      0  69140    308 171220    0    0 44351    12 1007 1369  1  2 88  7  3 2025-04-19 10:25:08
 1  0      0  68808    572 170312    0    0 86881    10 1070 1121  1  2 71 25  1 2025-04-19 10:25:13
 1  1      0  69816    492 169396    0    0  7139    10  452  618  0  1 98  0  1 2025-04-19 10:25:18
 2  0      0  65388    580 174448    0    0 92059    10 1382 1613  1  3 76 20  1 2025-04-19 10:25:23
 0  0      0  87612   1952 148540    0    0  7632    14  533  718  1  1 98  0  0 2025-04-19 10:25:28
 1  0      0  70444    664 166920    0    0 147889    14 1925 2064  1  4 52 41  2 2025-04-19 10:25:33
 0  0      0  71648   1756 153508    0    0 14619    23  735  771  1  1 96  1  1 2025-04-19 10:25:38
 2  6      0  79456    332 159028    0    0 136236    40 1785 1998  1  4 43 49  2 2025-04-19 10:25:43
 5  2      0  92684    544 150020    0    0 214430    18 1999 1874  1  5  9 84  2 2025-04-19 10:25:48
 1  1      0  83892   1816 153928    0    0 187721    16 3920 5876  1  5 14 76  4 2025-04-19 10:25:54
 0  0      0  94992   1976 142796    0    0  4079    16  503  685  0  1 97  0  1 2025-04-19 10:25:59
 3  2      0  85004    368 156908    0    0 52719   139 1084 1438  1  2 84  9  4 2025-04-19 10:26:04
 0  0      0  71700    792 170848    0    0 89334     1 1112 1206  1  2 76 21  1 2025-04-19 10:26:09
 0  0      0  85560    688 157600    0    0  5912    13  448  660  0  1 97  1  1 2025-04-19 10:26:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  76616    524 166712    0    0 86014    15 1314 1617  1  2 77 17  2 2025-04-19 10:26:19
 0  0      0  66088    868 176684    0    0  5319    11  506  681  0  1 98  0  1 2025-04-19 10:26:24
 0  0      0  74920    628 167872    0    0 107734     1 1499 1737  1  3 64 31  1 2025-04-19 10:26:29
 0  0      0  67892    552 174984    0    0 20742    18  560  715  0  1 96  2  1 2025-04-19 10:26:34
 1  2      0  66408   1140 159760    0    0 27204     6  937 1289  1  2 92  5  1 2025-04-19 10:26:39
 0  0      0  69480    528 168476    0    0 100830    10 1236 1252  1  3 72 24  1 2025-04-19 10:26:44
 0  0      0  80640   1348 157140    0    0  7910    10  606  743  1  1 96  1  1 2025-04-19 10:26:49
 0  0      0  83252    532 155396    0    0 111409    14 1535 1802  1  3 59 34  2 2025-04-19 10:26:54
 0  0      0  82052    556 160964    0    0 29045    16  928 1025  1  1 93  3  1 2025-04-19 10:26:59
 3  1      0  84084    636 158688    0    0 61686    17 1318 1718  1  2 77 18  2 2025-04-19 10:27:04
 0  0      0  68964    696 173988    0    0 42900    18  709  945  0  1 89  9  1 2025-04-19 10:27:09
 0  0      0  66724    440 175656    0    0  8492     6  473  648  0  1 98  0  1 2025-04-19 10:27:14
 0  0      0  66232    452 172592    0    0 128313    18 1628 1851  1  3 60 34  2 2025-04-19 10:27:19
 0  0      0  71416    528 169472    0    0 13380     6  525  694  0  1 96  1  2 2025-04-19 10:27:24
 0  3      0  74732    156 163472    0    0 91030     6 1349 1491  1  3 70 25  1 2025-04-19 10:27:29
 1  0      0  70472    900 167784    0    0 152247    11 1909 2149  1  4 38 55  2 2025-04-19 10:27:34
 0  0      0  72956    944 161004    0    0  6713    34  505  664  0  1 98  0  0 2025-04-19 10:27:39
 0  2      0  91572    308 148732    0    0 120878     7 1605 1821  1  3 61 33  3 2025-04-19 10:27:44
 0  0      0  78692    476 141788    0    0 63764    19  911 1023  0  2 83 13  1 2025-04-19 10:27:49
 4  0      0  83956    284 153036    0    0 21377     6  714  921  0  1 95  3  0 2025-04-19 10:27:54
 2  0      0  73592    220 163176    0    0 194668    15 2055 2053  1  4 31 61  2 2025-04-19 10:27:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  74628    736 162316    0    0 17643     7  656  790  1  1 96  2  1 2025-04-19 10:28:04
 1  5      0  74520    292 159496    0    0 62312    19 1246 1595  1  2 82 14  1 2025-04-19 10:28:10
 0  0      0  80780   1992 148620    0    0 78953    15 1143 1237  1  2 53 43  1 2025-04-19 10:28:15
 0  0      0  69164   1484 162676    0    0  7214    23  493  682  0  1 98  0  0 2025-04-19 10:28:20
 7  0      0  68788    580 163080    0    0 127023    33 1447 1635  1  3 47 48  1 2025-04-19 10:28:25
 0  0      0  93500    372 141036    0    0 138070     7 1304 1321  1  3 47 48  1 2025-04-19 10:28:30
 0  0      0  69628   2672 159768    0    0 16376     7  623  758  1  1 96  1  1 2025-04-19 10:28:35
 6  1      0  88856    552 141480    0    0 127734    25 1511 1634  1  4 50 44  1 2025-04-19 10:28:40
 8  1      0  67340    524 163904    0    0 217445    16 1930 1756  1  5  5 87  2 2025-04-19 10:28:45
 1  0      0  70636    824 162620    0    0 57738     2  893  966  0  2 81 16  0 2025-04-19 10:28:50
 0  0      0  92812    492 141604    0    0 13693    15  549  701  0  1 98  0  0 2025-04-19 10:28:55
 4  0      0  80736    252 154720    0    0 140782    11 1619 1869  1  4 52 41  3 2025-04-19 10:29:00
 0  0      0  79272    884 156416    0    0  9208    26  515  683  0  1 98  1  0 2025-04-19 10:29:05
 3  6      0  68420    280 167532    0    0 74916     6 1301 1664  1  2 76 20  2 2025-04-19 10:29:11
 0  0      0 105352    492 130848    0    0 57853    14  844  953  0  2 82 15  1 2025-04-19 10:29:16
 1  0      0  81916    580 150368    0    0 39723     8 1033 1213  1  2 87  9  1 2025-04-19 10:29:21
 0  0      0  76264   1596 156200    0    0 192028    19 1952 1987  1  5 24 69  2 2025-04-19 10:29:26
 0  0      0  79532    560 154776    0    0 22169     8  640  747  1  1 96  1  1 2025-04-19 10:29:31
 4  0      0  66412    868 165348    0    0 56918    26 1334 1532  1  3 84 11  1 2025-04-19 10:29:36
 1  0      0  67492    576 165660    0    0 179887    19 1646 1610  1  4 32 60  3 2025-04-19 10:29:41
 0  0      0  70552    776 164476    0    0  7710     8  461  646  0  0 98  0  1 2025-04-19 10:29:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 4  5      0  88548    308 146828    0    0 115094    11 1440 1657  1  3 64 31  2 2025-04-19 10:29:52
 1  0      0  83544    628 152160    0    0 132575    11 1305 1366  1  3 46 49  2 2025-04-19 10:29:57
 0  0      0  87072    504 148532    0    0  7758     6  500  737  1  1 98  0  1 2025-04-19 10:30:02
 0  0      0  66068    560 168828    0    0 86402     6 1322 1655  1  2 68 26  2 2025-04-19 10:30:07
 0  0      0  82512    508 151784    0    0 14066    22  518  698  0  1 97  1  1 2025-04-19 10:30:12
 2  4      0  94680    432 138760    0    0 61115    12 1123 1455  1  2 79 17  2 2025-04-19 10:30:17
 0  0      0  73636    564 161444    0    0 105556    10 1186 1207  1  3 63 32  1 2025-04-19 10:30:22
 0  0      0  81476    884 152864    0    0  3716    11  422  605  0  1 99  0  0 2025-04-19 10:30:27
 0  0      0 102852    308 132996    0    0 120254    10 1643 1896  1  3 59 35  2 2025-04-19 10:30:32
 0  0      0  87324    924 147460    0    0 31420    13  730  832  1  1 95  2  1 2025-04-19 10:30:37
 1  4      0  82588    436 149440    0    0 37971    26 1144 1432  1  2 88  6  2 2025-04-19 10:30:42
 0  1      0  79004    380 153596    0    0 212008    22 2088 2089  1  4 17 76  1 2025-04-19 10:30:47
 0  0      0  85868    968 148972    0    0 47813     8  871  917  1  2 85 12  0 2025-04-19 10:30:53
 7  1      0  72684    300 159248    0    0 77703    21 1277 1561  1  2 74 21  2 2025-04-19 10:30:58
 0  0      0  83008    312 152516    0    0 119075    14 1231 1276  1  3 57 38  2 2025-04-19 10:31:03
 0  0      0  78976    640 156388    0    0  6465    11  463  621  0  1 98  0  0 2025-04-19 10:31:08
 3  2      0  65244    616 169920    0    0 128418     6 1711 1995  1  3 55 40  1 2025-04-19 10:31:13
 0  0      0  72444    696 162792    0    0 71352    10  978 1106  1  2 76 22  0 2025-04-19 10:31:18
 0  0      0  95416    292 140336    0    0 13902    27  516  666  0  1 98  1  0 2025-04-19 10:31:23
 0  0      0  67268    604 168152    0    0 72946    10 1255 1519  1  2 80 16  1 2025-04-19 10:31:28
 0  0      0  96528    516 138636    0    0  8730     5  522  693  0  1 97  1  1 2025-04-19 10:31:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  1      0  71452    508 164320    0    0 137747    10 1581 1906  1  3 53 41  2 2025-04-19 10:31:38
 0  0      0  84652    328 148432    0    0 66538     6  933 1050  1  2 77 19  1 2025-04-19 10:31:43
 0  2      0  69248    716 162624    0    0 41039     5  960 1263  1  2 89  6  2 2025-04-19 10:31:48
 0  0      0  80396    708 152776    0    0 141456    10 1488 1449  1  3 47 49  0 2025-04-19 10:31:53
 0  0      0  82852    732 150456    0    0 17931    15  585  713  0  1 97  2  0 2025-04-19 10:31:58
 2 12      0  80232    448 149440    0    0 145306    12 1706 1829  1  4 40 53  2 2025-04-19 10:32:04
 0  1      0  81812    320 149976    0    0 217938    16 1905 1725  1  5 14 79  1 2025-04-19 10:32:09
 0  0      0  75572    780 156008    0    0 27748    12  665  812  0  1 93  4  1 2025-04-19 10:32:14
 2  1      0  74696   1132 156304    0    0 28481     6  895 1248  1  1 93  4  1 2025-04-19 10:32:19
 1  0      0  68608    640 166420    0    0 160910    11 1612 1532  1  4 37 57  2 2025-04-19 10:32:24
 1  0      0  76236    572 159004    0    0  8236     6  479  664  0  1 98  0  0 2025-04-19 10:32:29
 2  0      0  83192    664 151156    0    0 72322    26 1268 1572  1  2 78 18  1 2025-04-19 10:32:34
 0  0      0  91324    428 144208    0    0 92230    10 1120 1192  1  2 71 25  1 2025-04-19 10:32:39
 0  0      0  71668    808 163460    0    0  3922    10  455  649  0  1 99  0  0 2025-04-19 10:32:44
 4  3      0  70716    368 162044    0    0 159122    12 1783 1996  1  4 38 54  3 2025-04-19 10:32:49
 1  0      0  77148   1072 154704    0    0 99586    17 1129 1227  1  3 69 26  2 2025-04-19 10:32:54
 0  0      0  88820   1740 140292    0    0  9779     8  594  731  1  1 96  1  1 2025-04-19 10:32:59
 4  6      0  68052    340 164816    0    0 153589    22 1729 1907  1  4 39 55  2 2025-04-19 10:33:04
 0  0      0  82252   2608 148580    0    0 183009    22 1701 1610  1  4 28 65  3 2025-04-19 10:33:10
 0  0      0  81220    688 152360    0    0 17782     1  572  721  0  1 82 14  2 2025-04-19 10:33:15
 2  4      0  97900    408 138820    0    0 122754    11 1491 1769  1  3 54 40  2 2025-04-19 10:33:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  88432   1472 144068    0    0 63086    19 1031 1170  1  2 83 14  1 2025-04-19 10:33:25
 1  0      0  69532   1484 162568    0    0  3694     2  444  612  0  1 99  0  1 2025-04-19 10:33:30
 0  0      0  79688    512 156084    0    0 180904    17 1895 2019  1  4 33 60  2 2025-04-19 10:33:35
 0  0      0  81452    604 153784    0    0 12150    25  470  643  0  1 98  0  0 2025-04-19 10:33:40
 1  5      0  85932   1420 148068    0    0 82358     6 1271 1580  1  2 69 26  2 2025-04-19 10:33:45
 1 21      0  65068    396 169108    0    0 218139    11 1758 1603  1  5  9 84  2 2025-04-19 10:33:50
 0  0      0  73488    720 160164    0    0 123502     8 1602 1693  1  3 54 41  1 2025-04-19 10:33:56
 2  0      0  90624    444 142796    0    0  9067     9  512  649  0  1 98  0  0 2025-04-19 10:34:01
 0  1      0  79484    396 156352    0    0 176315    14 1866 2010  1  4 34 59  2 2025-04-19 10:34:06
 0  0      0  77360    476 158396    0    0 108047    22 1059 1125  0  2 61 35  2 2025-04-19 10:34:11
 1  0      0  73540    904 160996    0    0 10656     5  461  658  0  1 97  0  1 2025-04-19 10:34:16
 0  0      0  70580    872 164468    0    0 168092    19 1941 2283  1  4 40 53  2 2025-04-19 10:34:21
 0  0      0  88708    508 146148    0    0 19126    13  545  663  0  1 97  1  0 2025-04-19 10:34:26
 0  2      0  84300    252 149964    0    0 80262     8 1370 1624  1  3 77 19  1 2025-04-19 10:34:31
 0  0      0  79808    552 154428    0    0 42438    10  722  870  0  1 90  8  1 2025-04-19 10:34:36
 0  1      0  69988    540 163644    0    0  5874    12  443  611  0  1 98  1  0 2025-04-19 10:34:41
 0  0      0  79588    468 152156    0    0 196776    10 1958 2066  1  4 26 66  3 2025-04-19 10:34:46
 0  0      0  75888    724 155236    0    0 28926    12  659  818  1  1 92  6  1 2025-04-19 10:34:51
 4  6      0  80896    552 149132    0    0 67887    24 1162 1538  1  2 76 20  2 2025-04-19 10:34:56
 0  0      0  92116    424 143492    0    0 157496    14 1726 1783  1  4 43 51  1 2025-04-19 10:35:01
 1  0      0 101648    644 132892    0    0 12638    14  489  659  0  1 98  0  1 2025-04-19 10:35:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  1      0  89396    792 144972    0    0 88509    10 1318 1603  1  3 69 26  1 2025-04-19 10:35:11
 3  0      0  89280    500 145084    0    0 71983     9  864 1018  0  2 74 23  2 2025-04-19 10:35:16
 1  0      0  74528    392 157664    0    0 21391     3  684  846  1  1 96  2  1 2025-04-19 10:35:21
 1  3      0  71196    324 164180    0    0 212490    33 2136 2029  1  5 15 77  2 2025-04-19 10:35:26
 0  0      0  83984   2000 142188    0    0 69118    25 1112 1248  1  2 79 17  1 2025-04-19 10:35:31
 1  0      0  91068   1716 140660    0    0 10245    13  639  795  1  1 97  1  1 2025-04-19 10:35:36
 5  2      0  73756    136 162156    0    0 184680    18 1999 1932  1  5 28 65  2 2025-04-19 10:35:41
 3  0      0  80800    228 155000    0    0 215770    30 1815 1631  1  5 10 82  2 2025-04-19 10:35:47
 3  4      0  78160    284 154956    0    0 68862    10 1283 1572  1  2 85 10  1 2025-04-19 10:35:52
 1 10      0  68580    520 164576    0    0 211434    10 1770 1803  1  4  8 84  3 2025-04-19 10:35:57
